firm_id,size,age,sector_code,sector_description,productivity,debt_ratio,profitability,region,aid_received,p_treatment,grant_amount,log_grant_amount,true_effect,employment_growth,value_added_growth,sales_growth
29,12,41,J,Information and communication,44.36888830274057,0.29243646163207715,0.03912951941968084,Extremadura,1,0.5480475036176979,4443.777418418382,8.399485072097692,2.303252421395329,7.02876091852077,10.943480230548724,14.39245244012157
30,16,34,H,Transportation and storage,49.26755246099445,0.3855649209836862,0.003945104888136208,Catalonia,1,0.5138274571916128,3149.333740874063,8.055263675691258,1.0431106036262583,5.193305002508595,11.776724314144065,13.198119708447631
31,12,45,M,"Professional, scientific and technical activities",53.53183692666671,0.018165324805296253,0.11135367535320548,Madrid,1,0.5458746246910794,4535.115869130965,8.41982638942238,3.0691530444613706,5.3458683193002745,14.686672862613197,26.705582085370146
32,88,13,F,Construction,5.0,0.19461381215079646,0.08475166659650164,Madrid,0,0.47409008120637014,0.0,0.0,0.5033861878492036,2.005740550566774,3.4219657570946733,7.838686035120057
33,20,36,F,Construction,37.88524163379853,0.11048809094860101,0.026400680680744554,Andalusia,0,0.521973825858069,0.0,0.0,1.188364325389384,0.4930485007233545,6.073189275554907,10.48320901347421
34,9,25,I,Accommodation and food service activities,44.126450339659414,0.10849386294731961,0.09521812792338308,Canary Islands,1,0.5253238819611231,3781.473851387103,8.238133532588279,1.2967706404492745,7.562159628798998,8.927123202221793,15.763356397432606
35,39,24,M,"Professional, scientific and technical activities",72.57593057912496,0.1976617799296978,0.008825381689682624,Navarre,0,0.5458711897995626,0.0,0.0,2.1720975258615516,5.164148171483737,9.503291273617304,19.2030255962547
36,8,44,H,Transportation and storage,33.79996087426802,0.25655835397017657,0.02781184508662078,Catalonia,1,0.5076925573375501,2598.0665245959053,7.862907630541656,1.0494412547725036,2.907261606933874,7.3999665083439705,14.530618226836916
37,24,17,C,Manufacturing,52.441949271498686,0.3967879731997791,0.044488933456752984,Cantabria,0,0.5188020298465613,0.0,0.0,1.3316315195152075,2.0184695788512377,8.552040710035696,16.515970703725674
38,4,2,J,Information and communication,72.42545464603756,0.40843224940048317,0.10700681609224326,Madrid,1,0.5682177113810648,3967.239679598467,8.286077869705181,3.299822297059893,7.382202175288389,17.334553505951273,24.62486829456629
39,7,13,M,"Professional, scientific and technical activities",30.305472050790907,0.150992926166858,0.14997208396019515,Basque Country,0,0.5363244958736254,0.0,0.0,2.7240617943410514,1.6278821438158098,5.13901751098023,11.163808215094878
40,24,31,F,Construction,55.90962838796604,0.3279578735892859,0.05069957758280326,Castile-La Mancha,0,0.5303633231147035,0.0,0.0,1.1351384102903745,-1.360993294599445,10.855001771631024,13.83228177183887
41,36,29,C,Manufacturing,37.965922490982194,0.1938472477026124,0.14612293208041385,Basque Country,1,0.5126272728502103,4028.5835990471173,8.301418324303821,2.141811977207209,7.123784844828636,9.241510580831163,14.31024663070306
42,23,28,G,Wholesale and retail trade,42.43049386566148,0.4189651419431135,0.08237017753057302,Murcia,0,0.5252432110208607,0.0,0.0,1.3133397967135012,4.255164876514925,9.206927331426796,10.09649060181292
43,18,27,C,Manufacturing,37.95333749070028,0.3955675292808971,0.09180690804626115,Madrid,0,0.5108623515839557,0.0,0.0,1.2119658456261058,2.56215676456116,5.45854528742268,11.02834308944857
44,16,15,G,Wholesale and retail trade,39.022140373761715,0.11118758345706427,0.0768097721136278,Catalonia,1,0.5286560476045842,4636.919649766708,8.442021193337403,1.6150338202805525,2.7299440689137553,14.326123682108205,15.950497724001261
45,6,31,C,Manufacturing,90.8286822185974,0.2922428695776788,0.07013431233069672,Valencia,1,0.5578132333286401,3875.8240073314246,8.26277154260691,1.8920439526082948,5.086538438689837,17.96032409230395,21.848605453684453
46,11,40,F,Construction,62.666838081074985,0.11375643328113902,0.10196500183694625,Valencia,1,0.5408436693791726,3248.5364777599284,8.086267642924552,2.268911947529611,-0.46709298442015124,15.916611137108447,24.98888143085597
47,14,15,G,Wholesale and retail trade,66.52606792679313,0.2747963093363333,0.11701605930910224,Madrid,1,0.5464892731390583,4305.0524309784005,8.367776854110838,2.534464369931598,2.908022036519916,14.574612890152535,20.453792125308063
48,47,33,C,Manufacturing,57.37990230254744,0.7780069490198113,0.03576943481820733,Navarre,0,0.5025822136188453,0.0,0.0,0.9077920740056633,5.668222250762505,10.022230425391443,12.165168753376685
49,26,20,C,Manufacturing,25.906148173970628,0.16577328860577786,0.07053497652152468,Madrid,1,0.5058822222280388,5581.241421613281,8.627345663181305,1.2892881931339284,3.9263322775770497,5.594959937020988,12.065211627986033
50,5,42,M,"Professional, scientific and technical activities",55.924369554849605,0.2766964498336867,0.16346375486116327,Galicia,0,0.552584365686426,0.0,0.0,2.8625472457148096,-1.5609286306212335,7.752432958120597,10.263495547022682
51,26,12,C,Manufacturing,66.0939442176102,0.27340525862109505,0.08885943271592617,Catalonia,0,0.5338949417054054,0.0,0.0,1.583534183555007,0.9142022345797565,10.128613898466375,17.340116206616468
52,15,37,J,Information and communication,37.19900788941333,0.19256290178277605,0.09433469272145743,Basque Country,1,0.5381601787275613,4439.087950216759,8.398429463837461,2.3194271771113573,0.35009910931690436,14.157746143481681,14.252069583053103
53,12,9,M,"Professional, scientific and technical activities",64.4799000074169,0.3787822447137124,0.13836342694837137,Andalusia,1,0.5632231070620233,2647.189160470962,7.881631349728698,2.818016755360456,3.759093019308136,17.037291450724986,18.055912775842586
54,33,23,C,Manufacturing,60.56504314781118,0.709098498886672,0.05493777503576691,Madrid,0,0.5136206842133683,0.0,0.0,1.0645519325914399,1.9166409678739371,4.8684238700400435,14.935226466241334
55,46,8,C,Manufacturing,77.78060067220505,0.217980532337317,0.0783019689049374,Andalusia,1,0.5475855311372296,3678.9317515643415,8.210649485220442,1.6758254743847338,7.759848562132776,12.9116457871969,22.4354459634237
56,42,32,I,Accommodation and food service activities,43.73325481229572,0.19251119989724946,0.12084224482992899,Castile-La Mancha,0,0.5230188385387509,0.0,0.0,1.876821348225708,3.622799681320677,8.087748731121772,16.740005539035526
57,10,48,G,Wholesale and retail trade,33.535835265864094,0.5289338440089253,0.14194511156391712,Basque Country,1,0.5132748076303185,3415.8280571260975,8.136467931014877,1.9664245086497156,3.0315384341939278,12.244700376087316,14.69652070705791
58,16,14,G,Wholesale and retail trade,44.575578359411814,0.25955705371908616,-0.03825716467527068,Catalonia,0,0.5234434753624198,0.0,0.0,1.522198729875032,1.4930451838813812,8.352468965510216,12.734093635901102
59,26,27,M,"Professional, scientific and technical activities",71.53356489745435,0.30475523313673375,0.04316656045523134,Canary Islands,1,0.547573354126268,3342.4225988611024,8.114750291491097,2.10658041583781,3.184901039949943,9.530577615961523,21.691800727715496
60,44,25,C,Manufacturing,22.573911787370555,0.09747648193606098,0.030081734682536262,Madrid,1,0.49676643449993296,4075.609292206407,8.313020866048104,1.2522626359376448,4.967283811933696,5.296170049957068,6.306287575043029
61,14,13,I,Accommodation and food service activities,18.974364268534515,0.18835745920112393,0.07380874483039761,Valencia,1,0.5116498044050899,4450.971389211466,8.401102285872419,0.9453861834842212,4.785629744987094,8.131665124634237,10.304517658905233
62,17,21,N,Administrative and support service activities,51.3409291839742,0.06567946742755973,0.0338663611703266,Valencia,1,0.538678232603311,2512.522279282883,7.829440346941718,1.379729824412182,0.9706023242222137,11.762820583225466,16.874156434789388
63,8,45,C,Manufacturing,43.36116060838766,0.18848875648287744,0.11320527497549543,Galicia,1,0.5260656946866655,2896.983510662891,7.971770432962056,2.3131228496009992,0.9144092119435285,12.174455584116737,17.104417169041778
64,8,31,C,Manufacturing,50.11591839763527,0.17942782103383187,0.08862051705244506,Valencia,1,0.5325597597875672,3306.6305361445948,8.103987361920705,1.589731362942521,3.160411416607813,13.733841970311829,15.439683467685288
65,38,37,H,Transportation and storage,64.17967656853799,0.274091192381732,0.12445950846770823,Castile-La Mancha,1,0.5357096589323154,3404.8470229303975,8.133248946218197,2.0157055733036477,4.156074602648388,13.13436112282476,21.53904593376506
66,59,48,Q,Human health and social work activities,41.711459808217214,0.4326851170849218,0.1276503978686784,Catalonia,0,0.4978961113660024,0.0,0.0,1.5484294809972505,2.4253383504529347,9.073076247299298,10.072380842527169
67,19,43,F,Construction,21.90491253604069,0.3443560279255286,0.11395430092079244,Basque Country,0,0.49846661395829434,0.0,0.0,1.5986930974348783,-1.9053326277175282,8.680630331203712,10.006829264284171
68,45,5,G,Wholesale and retail trade,80.66722335799916,0.05391245200353699,0.06321047244449876,Navarre,0,0.5516487917050195,0.0,0.0,1.9727597815764548,1.582843786724662,13.206103212477744,20.378258671750793
69,27,13,C,Manufacturing,35.04157568841836,0.13919567957486487,0.08521387693783115,Aragon,0,0.5147448240609939,0.0,0.0,1.4032200773093189,1.6811196766220424,5.420474979016042,14.089471453114328
70,12,28,G,Wholesale and retail trade,34.114443169818536,0.18259874189950187,0.0569563047340099,Extremadura,0,0.5311053345943644,0.0,0.0,1.5105456897986833,0.23930627993141296,6.109210108458507,10.018230330321844
71,27,43,C,Manufacturing,66.55580020583895,0.24678348733853436,0.011763234301510453,Madrid,1,0.5245346980711207,3724.0355526042954,8.222831675091413,1.610774514719855,5.8952069756084455,11.416698211656406,22.417696733593484
72,69,25,G,Wholesale and retail trade,44.23266318437723,0.04891475682809842,0.12768939235438576,Extremadura,1,0.5284426404650382,3837.871154648534,8.252933632220468,2.317411875015674,8.179034860175767,7.7796016788846085,18.306564515126006
73,20,35,H,Transportation and storage,49.04915221947784,0.458295624805571,0.07579676863653514,Andalusia,0,0.5241064455563946,0.0,0.0,0.9521958973892076,0.9883687966445371,6.8068490806362,12.989225035729266
74,70,47,Q,Human health and social work activities,57.24185186090477,0.15870854032939444,0.004869401793769365,Extremadura,1,0.516098195458317,3700.274870438321,8.216432598863221,1.1337099782796531,5.281131677058304,12.728075971977656,15.56188239150508
75,2,39,M,"Professional, scientific and technical activities",66.25374654664994,0.15125169368324465,0.10684747855438004,Madrid,0,0.555460805915515,0.0,0.0,3.1032857717832547,1.9135502535430744,11.00948488231748,17.734894421266077
76,39,7,M,"Professional, scientific and technical activities",44.998089602273424,0.2959809229298157,0.0688025541188626,Asturias,0,0.5306965944049573,0.0,0.0,1.7979999730929184,0.16685757608556906,10.845550008892289,11.76192493134271
77,22,38,F,Construction,72.79928008871448,0.06831505233459537,-0.022990198631043957,Madrid,1,0.533918252505732,2476.4921972329585,7.8150021167473,1.5716777485525493,2.9329548527662306,14.378497242256163,20.985872612665123
78,16,32,C,Manufacturing,17.963002268977917,0.08684104590645482,0.011313536376766076,Murcia,1,0.5058553256181536,3326.217733289735,8.109891718208239,1.3287889767833243,4.283779230641061,8.94687377077058,12.30601110995195
79,22,3,I,Accommodation and food service activities,61.39680855429616,0.2769346350351254,0.04496944206694519,Valencia,0,0.5373103236049398,0.0,0.0,1.249033450507836,1.154389361182394,6.545300740846106,15.571000938728371
80,4,45,H,Transportation and storage,37.40708662973514,0.26851674193805863,0.0905256029221943,Castile-La Mancha,0,0.5240482697627807,0.0,0.0,1.0895541243592928,0.9628141759548468,6.435132662403056,12.10228384801293
81,17,39,G,Wholesale and retail trade,70.58406974911986,0.42884043317040277,0.11940099925252805,Andalusia,1,0.5500188639082313,4133.032383070685,8.327008573561464,2.409000264320796,2.7502218270152667,14.441826286956893,25.05094059263962
82,27,37,C,Manufacturing,52.130667182458176,0.06673931004552998,0.11768844653487784,Catalonia,1,0.5252526416503912,4846.008499394484,8.486116989380971,2.446567361779052,6.026303070087675,11.713408466772735,20.621888667587054
83,66,22,G,Wholesale and retail trade,39.90642001985898,0.5197316555918152,0.11014314774651512,La Rioja,0,0.5047679471374478,0.0,0.0,1.8153325446067745,2.739130825127432,10.336025662248456,10.115826561341397
84,13,8,C,Manufacturing,59.942616395324485,0.2560636238749061,0.07828188141540104,Navarre,1,0.5341750300545399,2967.229002530042,7.99572075849748,1.5913625400783387,6.921042280139253,8.691040739741403,17.884149567212845
85,11,17,G,Wholesale and retail trade,63.39782520810877,0.1909458793977171,0.16611161552991088,Valencia,1,0.5551757399530731,2972.793044098089,7.997593536198611,2.5990323726833706,6.3500353321717995,14.667290744155297,22.007538647644743
86,13,27,C,Manufacturing,59.62841184287957,0.22836880255734288,0.11499356219999432,Valencia,0,0.5386315670608209,0.0,0.0,2.4159153158714526,3.259678183234973,12.365361471740865,19.86447886730598
87,42,33,M,"Professional, scientific and technical activities",34.554556405504094,0.5739068714058971,0.09110526846211449,Galicia,0,0.5177622104524982,0.0,0.0,1.403638692649144,2.8281936693332814,8.040165141922916,7.675936104731855
88,26,46,C,Manufacturing,42.739743145668726,0.25109762246744194,0.10832940528651802,Madrid,1,0.5123054621608353,4531.602897085804,8.419051644431066,2.172299808989245,3.6609813846733017,10.739005979519499,17.240851665684744
89,13,17,N,Administrative and support service activities,49.93890744317847,0.34763893680032965,0.06004824984221985,Andalusia,1,0.5382414840474827,2817.4520504788543,7.943943094951462,1.099750137631455,3.4474131280540385,8.580891898483465,18.402246559469763
90,30,42,M,"Professional, scientific and technical activities",49.381105210249096,0.09690992822820647,0.07713781994825229,Castile and Leon,0,0.5346422346887282,0.0,0.0,2.0769011238742845,4.081288353949018,11.155214419477916,15.155439390470978
91,22,12,J,Information and communication,61.24618213157522,0.18209066781354924,-0.024097701977578087,Valencia,1,0.5580345250993494,3824.843196509881,8.249534165498526,2.5423711535022027,3.353027670019907,13.041750134963,20.40829309954339
92,44,48,R,"Arts, entertainment and recreation",19.776481512400878,0.41200887246962475,0.06066261687611989,Madrid,0,0.4841937234752835,0.0,0.0,0.6097559426543842,4.751170302792476,3.2457852137403513,4.478477261112971
93,11,46,C,Manufacturing,55.01490581830255,0.1461716740624518,0.16799440078833872,Catalonia,0,0.5308627480178814,0.0,0.0,2.459977384120574,3.6432700417312915,11.802679296151188,18.13720908293829
94,15,27,I,Accommodation and food service activities,45.6502796834504,0.42498727585805046,0.0874187638643548,Andalusia,0,0.5262024134849528,0.0,0.0,0.9715155209764537,6.039813467067709,8.673856480381886,11.682916428383379
95,15,48,M,"Professional, scientific and technical activities",37.42249075424071,0.20720542037361092,0.0853369888680806,Basque Country,0,0.5273622989928162,0.0,0.0,1.9070194871687962,-0.47262943622039977,6.689191447457622,9.671678487337347
96,6,8,C,Manufacturing,38.86269833345601,0.6050840381707812,0.12993020475746403,Catalonia,0,0.5157731467151524,0.0,0.0,1.859542945163779,-0.5826454992324872,7.731157462733465,11.676750355432041
97,25,23,H,Transportation and storage,46.78193503223055,0.5699067624707856,0.09789127078111887,Navarre,0,0.5118619296275196,0.0,0.0,0.7979125878515198,2.7149774822529738,8.893965098953684,15.428892216441078
98,25,42,G,Wholesale and retail trade,5.0,0.3697223260459218,0.04067580978717026,Andalusia,1,0.49876045720362017,3778.8824714050056,8.237448195909362,0.980277673954078,2.216714432946194,4.608056338475924,8.052896470279247
99,20,49,G,Wholesale and retail trade,39.48065643812675,0.10090893835202436,0.08118287560951618,Andalusia,1,0.5314322839946805,4513.285693053289,8.415002245816305,1.613897626029243,2.670787955275021,10.67896084024471,14.646822835111294
100,17,29,N,Administrative and support service activities,36.8627776303056,0.048605603013658426,0.023239043766074267,Galicia,0,0.5268734404345621,0.0,0.0,1.2520221732893977,-0.6296262241960293,3.0833674144226144,12.103807644326615
101,6,20,H,Transportation and storage,57.991748139839366,0.08613968817212549,0.08918060853101419,Canary Islands,0,0.5371174925032449,0.0,0.0,1.4697777932262681,1.9065909402395582,9.841550734616979,15.77069688252416
102,14,16,C,Manufacturing,37.91709976234219,0.1475196734552289,0.038112502379802946,Aragon,0,0.5174999717342512,0.0,0.0,1.475651324168193,2.3346042553983146,6.144850542274777,10.708142847143286
103,15,17,N,Administrative and support service activities,46.77329299744265,0.44846173069584017,0.12641473060168718,Aragon,0,0.5263744573199857,0.0,0.0,1.7592711992785863,-0.5891197222343831,6.657463704507784,13.036029392719064
104,11,16,C,Manufacturing,73.13414941491953,0.1305383019372005,0.05448796891143358,Catalonia,0,0.5441699429753009,0.0,0.0,1.856803192211995,1.9717265648632267,10.347153807209915,16.417963658442474
105,18,19,N,Administrative and support service activities,64.91527279723135,0.32281914989311433,0.03876480454327275,Catalonia,1,0.5363669376005417,3346.9057030999825,8.116090266069346,1.254333578079199,4.524587754684169,11.416170785724244,16.68609393084881
106,28,8,Q,Human health and social work activities,63.53407099915179,0.2068385904821778,0.07435840058442607,Valencia,1,0.5391473561430312,3813.297187595436,8.246511703312326,1.31650211950934,5.419820161038843,12.011843830619295,19.983625915821996
107,91,38,M,"Professional, scientific and technical activities",42.501913543837226,0.33050909224697006,0.09826959095648566,Catalonia,1,0.5078319601745276,3736.1656562819417,8.226082757184276,1.530510043191402,2.9178647571556615,10.631093367752525,14.55624925038637
108,23,38,J,Information and communication,58.145484189344785,0.24223576954097367,0.019633400158007915,Madrid,1,0.5452457387362628,4649.317813821361,8.444690843304205,2.4472190723524743,3.207748755556832,12.111678658044847,19.883687120759298
109,25,29,J,Information and communication,46.49153299319609,0.19141217485121356,0.05393667013382067,Aragon,1,0.5412530236959269,2919.9817643010783,7.979675059403885,2.3735031550807473,4.705841345416335,13.260484866357142,16.350709319828127
110,19,41,J,Information and communication,47.058601839845934,0.05546888646756753,0.08525811528467016,Madrid,1,0.5458435601855633,4591.097199387176,8.432092104889314,2.539117131930892,4.305441552762722,14.311291329326572,17.5596849579123
111,4,36,G,Wholesale and retail trade,56.14528015619825,0.22360399035779838,0.14691842747682637,Galicia,0,0.5467442202018251,0.0,0.0,2.521848811204184,-0.5718345046126139,11.220537975380202,14.132785891568505
112,20,26,F,Construction,41.04509617368601,0.3023541789566733,-0.04643578821468876,Balearic Islands,1,0.5079526069083103,2365.443716380733,7.76914356557762,1.0280967827801868,2.018332770749911,10.871013982301754,12.525726118276294
113,21,31,F,Construction,72.39504656664805,0.22178893031626892,0.1107581601841619,La Rioja,1,0.5383162363936048,2165.7811929446825,7.68099802410083,2.2181615353502115,3.7929861987427826,14.043962779964431,21.536410397865247
114,144,44,J,Information and communication,47.59804790603094,0.10122228475579592,0.06082172177969463,Balearic Islands,0,0.5059301067134444,0.0,0.0,1.9987581943045138,2.213274725350325,8.17058945765511,13.942542113787482
115,17,12,I,Accommodation and food service activities,59.27540849389497,0.17185774992600383,0.0552694826552166,Extremadura,1,0.5425286651507998,3756.516745514388,8.231513578174587,1.352896335012946,2.31518631174811,12.651270068113307,20.977346781464714
116,26,17,H,Transportation and storage,71.83400718885947,0.5520306467673336,0.045943651993212084,La Rioja,1,0.5281026036141288,2573.986444212179,7.85359954870036,1.0623094251212608,2.5542455887292084,11.756692666783993,20.61032808295939
117,20,15,I,Accommodation and food service activities,65.47480661862762,0.28695822840288976,0.061805220818287196,Madrid,1,0.5329876406207079,2616.4273227345775,7.869947176450741,1.2877898377833863,3.464064524304676,10.324526305131219,18.30340001428448
118,8,9,J,Information and communication,28.86621345964213,0.23387309419376845,0.11104086004559972,Valencia,1,0.5458165533941336,3529.7418810684967,8.169263292454493,3.022789040402653,5.960985998233243,10.222480968755296,14.841719804011744
119,50,39,J,Information and communication,56.67343842514826,0.10927185213736063,0.053160676442236245,Valencia,0,0.5467697891856266,0.0,0.0,2.4574625321141217,2.5746967363384012,13.039188357189577,11.584142325841134
120,37,42,C,Manufacturing,62.760790916909706,0.3903074327187307,0.16292960079068114,Madrid,0,0.5231949949946503,0.0,0.0,2.1893004764503665,7.791566652419992,8.866833400092272,14.65882669480736
121,38,48,G,Wholesale and retail trade,63.37794533241123,0.40590153382527644,0.11119333921462024,Murcia,0,0.5331339617739747,0.0,0.0,2.275877919498836,-0.0743364942178264,8.686993677905132,13.733002087812409
122,10,12,F,Construction,33.30057748828053,0.4708829456134592,0.08989860625764352,Andalusia,0,0.5210916201621308,0.0,0.0,0.822122829269346,3.4945031217293114,5.420649688858174,10.431067023661026
123,62,32,H,Transportation and storage,40.14447144474014,0.251010880296966,0.07169719410916883,Castile and Leon,1,0.5006617282033019,4042.4870711675903,8.30486273509478,0.9024338341504354,2.6709912909883577,10.17779474733636,17.081091697324915
124,7,25,C,Manufacturing,64.91837353612432,0.6391361331561788,0.13949271019140513,Andalusia,0,0.5398932530065275,0.0,0.0,2.0820476022050647,-0.3792933384337953,10.876259221832715,15.035135436443431
125,32,39,J,Information and communication,38.57359443976031,0.39760159452636723,0.14680098433791577,Balearic Islands,0,0.531357916646154,0.0,0.0,2.8601343498712364,1.0925481973418787,8.8119080717059,8.68298922502096
126,116,18,C,Manufacturing,45.504559150035284,0.18644967094912626,0.02193089263728777,Castile-La Mancha,0,0.5000749439335488,0.0,0.0,1.1045959205512266,-0.9573332181046674,13.300763363740362,12.49172334771868
127,9,15,F,Construction,73.63813714252954,0.14042112888378822,0.044905094730045496,Murcia,1,0.5505485670552694,3531.8918389260693,8.169872032377652,1.5599602425415073,4.523510298462363,15.876248741720975,20.34702061098633
128,13,32,J,Information and communication,49.283011244228156,0.20786792589682196,0.11173151031960137,Catalonia,1,0.5486415281995936,3188.835468411667,8.067724617148318,3.2329621865454596,4.805432622612574,15.853232488324231,22.77850910012092
129,22,6,C,Manufacturing,39.09838793249236,0.23506327044234807,0.12683404722220112,Galicia,1,0.5262449123321588,3860.913584419275,8.258918086875681,2.1679206088825755,2.71909792778526,16.844275530530158,12.51432902080579
130,13,44,I,Accommodation and food service activities,36.83573964705642,0.15847211787486712,0.06498297258453659,Castile and Leon,1,0.5125282127256454,4019.584722355004,8.299182624357899,1.157885278595697,0.9146355163850375,10.176775472122605,11.840934818856859
131,6,43,N,Administrative and support service activities,54.99078994377782,0.46372874861209323,0.042877757014374844,Extremadura,0,0.5350503671443924,0.0,0.0,1.0621791508256848,4.235547478787091,8.226718128962936,15.621508731310424
