firm_id,size,age,sector_code,sector_description,productivity,debt_ratio,profitability,region,aid_received,p_treatment,grant_amount,log_grant_amount,true_effect,employment_growth,value_added_growth,sales_growth,propensity_score,estimated_cate
35,39,24,M,"Professional, scientific and technical activities",72.57593057912496,0.1976617799296978,0.0088253816896826,Navarre,0,0.5458711897995626,0.0,0.0,2.1720975258615516,5.164148171483737,9.503291273617304,19.2030255962547,0.47957974814888243,2.793211715618848
36,8,44,H,Transportation and storage,33.79996087426802,0.2565583539701765,0.0278118450866207,Catalonia,1,0.5076925573375501,2598.0665245959053,7.862907630541656,1.0494412547725036,2.907261606933874,7.399966508343971,14.530618226836916,0.5331661057006946,2.5261266992548377
37,24,17,C,Manufacturing,52.441949271498686,0.3967879731997791,0.0444889334567529,Cantabria,0,0.5188020298465613,0.0,0.0,1.3316315195152075,2.0184695788512377,8.552040710035696,16.515970703725674,0.528120933277931,2.453950054459345
38,4,2,J,Information and communication,72.42545464603756,0.4084322494004831,0.1070068160922432,Madrid,1,0.5682177113810648,3967.239679598467,8.286077869705181,3.299822297059893,7.382202175288389,17.334553505951273,24.62486829456629,0.5867771990310369,3.449718302002805
39,7,13,M,"Professional, scientific and technical activities",30.305472050790907,0.150992926166858,0.1499720839601951,Basque Country,0,0.5363244958736254,0.0,0.0,2.724061794341051,1.6278821438158098,5.13901751098023,11.163808215094878,0.511264998518934,3.449913239497665
40,24,31,F,Construction,55.90962838796604,0.3279578735892859,0.0506995775828032,Castile-La Mancha,0,0.5303633231147035,0.0,0.0,1.1351384102903743,-1.360993294599445,10.855001771631024,13.83228177183887,0.467847655788303,2.474196932857883
41,36,29,C,Manufacturing,37.965922490982194,0.1938472477026124,0.1461229320804138,Basque Country,1,0.5126272728502103,4028.583599047118,8.301418324303821,2.141811977207209,7.123784844828636,9.241510580831164,14.31024663070306,0.5235361187293267,3.2988177041463023
42,23,28,G,Wholesale and retail trade,42.43049386566148,0.4189651419431135,0.082370177530573,Murcia,0,0.5252432110208607,0.0,0.0,1.3133397967135012,4.255164876514925,9.206927331426796,10.09649060181292,0.5094268689155238,2.3086662918694953
43,18,27,C,Manufacturing,37.95333749070028,0.3955675292808971,0.0918069080462611,Madrid,0,0.5108623515839557,0.0,0.0,1.2119658456261058,2.56215676456116,5.45854528742268,11.02834308944857,0.4950851509033542,2.3718484221907525
44,16,15,G,Wholesale and retail trade,39.022140373761715,0.1111875834570642,0.0768097721136278,Catalonia,1,0.5286560476045842,4636.919649766708,8.442021193337403,1.6150338202805523,2.7299440689137553,14.326123682108204,15.95049772400126,0.529910590080714,2.846576913534539
45,6,31,C,Manufacturing,90.8286822185974,0.2922428695776788,0.0701343123306967,Valencia,1,0.5578132333286401,3875.8240073314246,8.26277154260691,1.8920439526082948,5.086538438689837,17.96032409230395,21.848605453684453,0.6060324160208972,2.647831847149806
46,11,40,F,Construction,62.666838081074985,0.113756433281139,0.1019650018369462,Valencia,1,0.5408436693791726,3248.5364777599284,8.086267642924552,2.268911947529611,-0.4670929844201512,15.916611137108449,24.98888143085597,0.5516678238391782,3.55791309945248
47,14,15,G,Wholesale and retail trade,66.52606792679313,0.2747963093363333,0.1170160593091022,Madrid,1,0.5464892731390583,4305.0524309784005,8.367776854110838,2.534464369931598,2.908022036519916,14.574612890152537,20.453792125308063,0.5432367067561389,3.55217893008773
48,47,33,C,Manufacturing,57.37990230254744,0.7780069490198113,0.0357694348182073,Navarre,0,0.5025822136188453,0.0,0.0,0.9077920740056632,5.668222250762505,10.022230425391443,12.165168753376683,0.5272827217741503,2.4565922702543497
49,26,20,C,Manufacturing,25.906148173970628,0.1657732886057778,0.0705349765215246,Madrid,1,0.5058822222280388,5581.241421613281,8.627345663181305,1.2892881931339284,3.9263322775770497,5.594959937020988,12.065211627986033,0.5198489000231645,2.798876236850795
50,5,42,M,"Professional, scientific and technical activities",55.924369554849605,0.2766964498336867,0.1634637548611632,Galicia,0,0.552584365686426,0.0,0.0,2.8625472457148096,-1.5609286306212335,7.752432958120597,10.263495547022682,0.512052455974903,3.596859782079887
51,26,12,C,Manufacturing,66.0939442176102,0.273405258621095,0.0888594327159261,Catalonia,0,0.5338949417054054,0.0,0.0,1.583534183555007,0.9142022345797564,10.128613898466376,17.340116206616468,0.5120091909348795,2.7302770217193753
52,15,37,J,Information and communication,37.19900788941333,0.192562901782776,0.0943346927214574,Basque Country,1,0.5381601787275613,4439.087950216759,8.398429463837461,2.3194271771113573,0.3500991093169043,14.15774614348168,14.252069583053103,0.5439497436853221,2.895808840264313
53,12,9,M,"Professional, scientific and technical activities",64.4799000074169,0.3787822447137124,0.1383634269483713,Andalusia,1,0.5632231070620233,2647.189160470962,7.881631349728698,2.818016755360456,3.759093019308136,17.037291450724986,18.055912775842582,0.618787055931743,3.4901245980079216
54,33,23,C,Manufacturing,60.56504314781118,0.709098498886672,0.0549377750357669,Madrid,0,0.5136206842133683,0.0,0.0,1.06455193259144,1.9166409678739371,4.8684238700400435,14.935226466241334,0.561420643606591,2.4383969886195347
55,46,8,C,Manufacturing,77.78060067220505,0.217980532337317,0.0783019689049374,Andalusia,1,0.5475855311372296,3678.9317515643415,8.210649485220442,1.6758254743847338,7.759848562132776,12.9116457871969,22.4354459634237,0.5546331268993822,2.8285395643693687
56,42,32,I,Accommodation and food service activities,43.73325481229572,0.1925111998972494,0.1208422448299289,Castile-La Mancha,0,0.5230188385387509,0.0,0.0,1.876821348225708,3.622799681320677,8.087748731121772,16.740005539035526,0.49614949155735316,3.289278828902084
57,10,48,G,Wholesale and retail trade,33.535835265864094,0.5289338440089253,0.1419451115639171,Basque Country,1,0.5132748076303185,3415.8280571260975,8.136467931014877,1.9664245086497156,3.031538434193928,12.244700376087316,14.69652070705791,0.5271632308345108,3.2304194089003606
58,16,14,G,Wholesale and retail trade,44.575578359411814,0.2595570537190861,-0.0382571646752706,Catalonia,0,0.5234434753624198,0.0,0.0,1.522198729875032,1.4930451838813812,8.352468965510216,12.734093635901102,0.5055310639075373,2.5440997948743314
59,26,27,M,"Professional, scientific and technical activities",71.53356489745435,0.3047552331367337,0.0431665604552313,Canary Islands,1,0.547573354126268,3342.4225988611024,8.114750291491097,2.10658041583781,3.184901039949943,9.530577615961525,21.691800727715496,0.5656721932481414,2.5618917334277955
60,44,25,C,Manufacturing,22.573911787370555,0.0974764819360609,0.0300817346825362,Madrid,1,0.4967664344999329,4075.609292206407,8.313020866048104,1.2522626359376448,4.967283811933696,5.296170049957068,6.306287575043029,0.5335242818662644,2.7737759414368734
61,14,13,I,Accommodation and food service activities,18.974364268534515,0.1883574592011239,0.0738087448303976,Valencia,1,0.5116498044050899,4450.971389211466,8.401102285872419,0.9453861834842212,4.785629744987094,8.131665124634237,10.304517658905231,0.5865161248142773,2.74348390923225
62,17,21,N,Administrative and support service activities,51.3409291839742,0.0656794674275597,0.0338663611703266,Valencia,1,0.538678232603311,2512.522279282883,7.829440346941718,1.379729824412182,0.9706023242222136,11.762820583225466,16.874156434789388,0.562067253224424,2.8338275200914835
63,8,45,C,Manufacturing,43.36116060838766,0.1884887564828774,0.1132052749754954,Galicia,1,0.5260656946866655,2896.983510662891,7.971770432962056,2.3131228496009992,0.9144092119435284,12.174455584116735,17.104417169041778,0.5385009834603284,3.434005120137053
64,8,31,C,Manufacturing,50.11591839763527,0.1794278210338318,0.088620517052445,Valencia,1,0.5325597597875672,3306.6305361445948,8.103987361920705,1.589731362942521,3.160411416607813,13.733841970311827,15.439683467685288,0.5252983685606801,2.969019583590933
65,38,37,H,Transportation and storage,64.17967656853799,0.274091192381732,0.1244595084677082,Castile-La Mancha,1,0.5357096589323154,3404.8470229303975,8.133248946218197,2.0157055733036477,4.156074602648388,13.13436112282476,21.53904593376506,0.5644491408700608,3.4089042481226994
66,59,48,Q,Human health and social work activities,41.711459808217214,0.4326851170849218,0.1276503978686784,Catalonia,0,0.4978961113660024,0.0,0.0,1.5484294809972503,2.4253383504529347,9.073076247299298,10.072380842527169,0.4910112177719133,3.1025195698400387
67,19,43,F,Construction,21.90491253604069,0.3443560279255286,0.1139543009207924,Basque Country,0,0.4984666139582943,0.0,0.0,1.5986930974348783,-1.905332627717528,8.680630331203712,10.006829264284171,0.4903356809284013,3.2286833149376544
68,45,5,G,Wholesale and retail trade,80.66722335799916,0.0539124520035369,0.0632104724444987,Navarre,0,0.5516487917050195,0.0,0.0,1.9727597815764548,1.582843786724662,13.206103212477744,20.378258671750793,0.4871489380533911,2.8753428029432193
69,27,13,C,Manufacturing,35.04157568841836,0.1391956795748648,0.0852138769378311,Aragon,0,0.5147448240609939,0.0,0.0,1.4032200773093189,1.6811196766220424,5.420474979016042,14.089471453114328,0.4496807131871352,2.862045652822646
70,12,28,G,Wholesale and retail trade,34.114443169818536,0.1825987418995018,0.0569563047340099,Extremadura,0,0.5311053345943644,0.0,0.0,1.5105456897986833,0.2393062799314129,6.109210108458507,10.018230330321844,0.4933659452751515,2.7575639269639116
71,27,43,C,Manufacturing,66.55580020583895,0.2467834873385343,0.0117632343015104,Madrid,1,0.5245346980711207,3724.0355526042954,8.222831675091413,1.610774514719855,5.8952069756084455,11.416698211656406,22.417696733593484,0.5996396032978435,2.7110799572760316
72,69,25,G,Wholesale and retail trade,44.23266318437723,0.0489147568280984,0.1276893923543857,Extremadura,1,0.5284426404650382,3837.871154648534,8.252933632220468,2.317411875015674,8.179034860175767,7.779601678884608,18.30656451512601,0.49534220378317445,3.287547750939044
73,20,35,H,Transportation and storage,49.04915221947784,0.458295624805571,0.0757967686365351,Andalusia,0,0.5241064455563946,0.0,0.0,0.9521958973892076,0.9883687966445373,6.8068490806362,12.989225035729266,0.5040316240146508,2.3945609945983435
74,70,47,Q,Human health and social work activities,57.24185186090477,0.1587085403293944,0.0048694017937693,Extremadura,1,0.516098195458317,3700.274870438321,8.216432598863221,1.1337099782796531,5.281131677058304,12.728075971977656,15.56188239150508,0.5637749620609427,2.8135223597011367
75,2,39,M,"Professional, scientific and technical activities",66.25374654664994,0.1512516936832446,0.10684747855438,Madrid,0,0.555460805915515,0.0,0.0,3.1032857717832547,1.9135502535430744,11.00948488231748,17.734894421266077,0.5289063413803402,3.578633489352173
76,39,7,M,"Professional, scientific and technical activities",44.998089602273424,0.2959809229298157,0.0688025541188626,Asturias,0,0.5306965944049573,0.0,0.0,1.7979999730929184,0.166857576085569,10.845550008892287,11.76192493134271,0.48089990495886403,2.481167016494245
77,22,38,F,Construction,72.79928008871448,0.0683150523345953,-0.0229901986310439,Madrid,1,0.533918252505732,2476.4921972329585,7.8150021167473,1.5716777485525493,2.9329548527662306,14.378497242256165,20.985872612665123,0.5266912337968264,2.8446408431578947
78,16,32,C,Manufacturing,17.963002268977917,0.0868410459064548,0.011313536376766,Murcia,1,0.5058553256181536,3326.217733289735,8.109891718208239,1.3287889767833243,4.283779230641061,8.94687377077058,12.30601110995195,0.579455535568815,2.7520193367168195
79,22,3,I,Accommodation and food service activities,61.39680855429616,0.2769346350351254,0.0449694420669451,Valencia,0,0.5373103236049398,0.0,0.0,1.249033450507836,1.154389361182394,6.545300740846106,15.571000938728371,0.5656309230429406,2.63112705360985
80,4,45,H,Transportation and storage,37.40708662973514,0.2685167419380586,0.0905256029221943,Castile-La Mancha,0,0.5240482697627807,0.0,0.0,1.0895541243592928,0.9628141759548468,6.435132662403056,12.10228384801293,0.4875758162657167,2.6351849204296784
81,17,39,G,Wholesale and retail trade,70.58406974911986,0.4288404331704027,0.119400999252528,Andalusia,1,0.5500188639082313,4133.032383070685,8.327008573561464,2.409000264320796,2.7502218270152667,14.441826286956893,25.05094059263962,0.603408207612682,3.4417565844641724
82,27,37,C,Manufacturing,52.130667182458176,0.0667393100455299,0.1176884465348778,Catalonia,1,0.5252526416503912,4846.008499394484,8.486116989380971,2.446567361779052,6.026303070087675,11.713408466772735,20.621888667587054,0.5733592813000162,3.4546483592918587
83,66,22,G,Wholesale and retail trade,39.90642001985898,0.5197316555918152,0.1101431477465151,La Rioja,0,0.5047679471374478,0.0,0.0,1.8153325446067743,2.739130825127432,10.336025662248456,10.115826561341397,0.4789945801822948,3.0251737665613665
84,13,8,C,Manufacturing,59.942616395324485,0.2560636238749061,0.078281881415401,Navarre,1,0.5341750300545399,2967.229002530042,7.99572075849748,1.5913625400783389,6.921042280139253,8.691040739741403,17.884149567212845,0.5361087267502157,2.7268644949471326
85,11,17,G,Wholesale and retail trade,63.39782520810877,0.1909458793977171,0.1661116155299108,Valencia,1,0.5551757399530731,2972.793044098089,7.997593536198611,2.5990323726833706,6.3500353321717995,14.667290744155297,22.007538647644743,0.5597143634588536,3.6235520937250922
86,13,27,C,Manufacturing,59.62841184287957,0.2283688025573428,0.1149935621999943,Valencia,0,0.5386315670608209,0.0,0.0,2.4159153158714526,3.259678183234973,12.365361471740863,19.86447886730598,0.5562759361485794,3.583301657878143
87,42,33,M,"Professional, scientific and technical activities",34.554556405504094,0.5739068714058971,0.0911052684621144,Galicia,0,0.5177622104524982,0.0,0.0,1.403638692649144,2.8281936693332814,8.040165141922916,7.675936104731855,0.4526838961482658,2.3303474771908377
88,26,46,C,Manufacturing,42.739743145668726,0.2510976224674419,0.108329405286518,Madrid,1,0.5123054621608353,4531.602897085804,8.419051644431066,2.172299808989245,3.6609813846733017,10.7390059795195,17.240851665684744,0.5701901151080966,3.234050248958362
89,13,17,N,Administrative and support service activities,49.93890744317847,0.3476389368003296,0.0600482498422198,Andalusia,1,0.5382414840474827,2817.4520504788543,7.943943094951462,1.099750137631455,3.4474131280540385,8.580891898483465,18.402246559469763,0.5798238668409287,2.4170558209888067
90,30,42,M,"Professional, scientific and technical activities",49.381105210249096,0.0969099282282064,0.0771378199482522,Castile and Leon,0,0.5346422346887282,0.0,0.0,2.0769011238742845,4.081288353949018,11.155214419477916,15.155439390470978,0.5398954056167669,2.9282017589087284
91,22,12,J,Information and communication,61.24618213157522,0.1820906678135492,-0.024097701977578,Valencia,1,0.5580345250993494,3824.843196509881,8.249534165498526,2.5423711535022027,3.353027670019907,13.041750134963,20.40829309954339,0.5330396321174208,2.8224958063950636
92,44,48,R,"Arts, entertainment and recreation",19.77648151240088,0.4120088724696247,0.0606626168761198,Madrid,0,0.4841937234752835,0.0,0.0,0.6097559426543842,4.751170302792476,3.2457852137403513,4.478477261112971,0.48360755081263507,2.2808722804102515
93,11,46,C,Manufacturing,55.01490581830255,0.1461716740624518,0.1679944007883387,Catalonia,0,0.5308627480178814,0.0,0.0,2.459977384120574,3.643270041731291,11.802679296151188,18.13720908293829,0.5466579040000676,3.6293070867175308
94,15,27,I,Accommodation and food service activities,45.6502796834504,0.4249872758580504,0.0874187638643548,Andalusia,0,0.5262024134849528,0.0,0.0,0.9715155209764536,6.039813467067709,8.673856480381886,11.68291642838338,0.5127810475415976,2.367671467145094
95,15,48,M,"Professional, scientific and technical activities",37.42249075424071,0.2072054203736109,0.0853369888680806,Basque Country,0,0.5273622989928162,0.0,0.0,1.907019487168796,-0.4726294362203997,6.689191447457622,9.671678487337347,0.49534172521083647,2.7776617778765016
96,6,8,C,Manufacturing,38.86269833345601,0.6050840381707812,0.129930204757464,Catalonia,0,0.5157731467151524,0.0,0.0,1.859542945163779,-0.5826454992324872,7.731157462733465,11.67675035543204,0.5032566420017506,3.227845680424988
97,25,23,H,Transportation and storage,46.78193503223055,0.5699067624707856,0.0978912707811188,Navarre,0,0.5118619296275196,0.0,0.0,0.7979125878515198,2.7149774822529738,8.893965098953684,15.428892216441078,0.45214645057234454,2.4783208298633426
98,25,42,G,Wholesale and retail trade,5.0,0.3697223260459218,0.0406758097871702,Andalusia,1,0.4987604572036201,3778.8824714050056,8.237448195909362,0.980277673954078,2.216714432946194,4.608056338475924,8.052896470279247,0.5431024362425001,2.293538315098503
99,20,49,G,Wholesale and retail trade,39.48065643812675,0.1009089383520243,0.0811828756095161,Andalusia,1,0.5314322839946805,4513.285693053289,8.415002245816305,1.613897626029243,2.670787955275021,10.67896084024471,14.646822835111294,0.5518716246386637,2.8905268167520144
100,17,29,N,Administrative and support service activities,36.8627776303056,0.0486056030136584,0.0232390437660742,Galicia,0,0.5268734404345621,0.0,0.0,1.2520221732893977,-0.6296262241960293,3.0833674144226144,12.103807644326617,0.43512525189784673,2.7558544812846604
101,6,20,H,Transportation and storage,57.991748139839366,0.0861396881721254,0.0891806085310141,Canary Islands,0,0.5371174925032449,0.0,0.0,1.469777793226268,1.9065909402395584,9.84155073461698,15.77069688252416,0.5752907001790429,3.0020104107229977
102,14,16,C,Manufacturing,37.91709976234219,0.1475196734552289,0.0381125023798029,Aragon,0,0.5174999717342512,0.0,0.0,1.475651324168193,2.3346042553983146,6.144850542274777,10.708142847143286,0.49919589389210217,2.7402399882306225
103,15,17,N,Administrative and support service activities,46.77329299744265,0.4484617306958401,0.1264147306016871,Aragon,0,0.5263744573199857,0.0,0.0,1.7592711992785863,-0.5891197222343831,6.657463704507784,13.036029392719064,0.5016560068287046,3.325510558963015
104,11,16,C,Manufacturing,73.13414941491953,0.1305383019372005,0.0544879689114335,Catalonia,0,0.5441699429753009,0.0,0.0,1.856803192211995,1.9717265648632267,10.347153807209915,16.417963658442474,0.5412044692680553,2.855178583444251
105,18,19,N,Administrative and support service activities,64.91527279723135,0.3228191498931143,0.0387648045432727,Catalonia,1,0.5363669376005417,3346.9057030999825,8.116090266069346,1.254333578079199,4.524587754684169,11.416170785724244,16.68609393084881,0.5492499818958048,2.4830108727330216
106,28,8,Q,Human health and social work activities,63.53407099915179,0.2068385904821778,0.074358400584426,Valencia,1,0.5391473561430312,3813.297187595436,8.246511703312326,1.31650211950934,5.419820161038843,12.011843830619297,19.983625915821996,0.5446737942854982,2.8352267802764435
107,91,38,M,"Professional, scientific and technical activities",42.501913543837226,0.33050909224697,0.0982695909564856,Catalonia,1,0.5078319601745276,3736.1656562819417,8.226082757184276,1.530510043191402,2.9178647571556615,10.631093367752523,14.55624925038637,0.5143583980649585,2.4778299996650968
108,23,38,J,Information and communication,58.145484189344785,0.2422357695409736,0.0196334001580079,Madrid,1,0.5452457387362628,4649.317813821361,8.444690843304205,2.4472190723524743,3.207748755556832,12.111678658044848,19.883687120759294,0.6103450087039499,2.744422503086799
109,25,29,J,Information and communication,46.49153299319609,0.1914121748512135,0.0539366701338206,Aragon,1,0.5412530236959269,2919.9817643010783,7.979675059403885,2.3735031550807473,4.705841345416335,13.260484866357142,16.350709319828127,0.5544159552351793,2.8184126806120795
110,19,41,J,Information and communication,47.058601839845934,0.0554688864675675,0.0852581152846701,Madrid,1,0.5458435601855633,4591.097199387176,8.432092104889314,2.539117131930892,4.305441552762722,14.311291329326572,17.5596849579123,0.5917832961576429,2.9746868440253555
111,4,36,G,Wholesale and retail trade,56.14528015619825,0.2236039903577983,0.1469184274768263,Galicia,0,0.5467442202018251,0.0,0.0,2.521848811204184,-0.5718345046126139,11.220537975380202,14.132785891568505,0.4810899907919758,3.6137714002518138
112,20,26,F,Construction,41.04509617368601,0.3023541789566733,-0.0464357882146887,Balearic Islands,1,0.5079526069083103,2365.443716380733,7.76914356557762,1.0280967827801868,2.018332770749911,10.871013982301754,12.525726118276294,0.4943843209906325,2.421193033668791
